datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,preciptype,windgust,windspeed,cloudcover,visibility,uvindex,sunrise,sunset,conditions,description,icon,Close/Last,Volume,Open,High,Low,GasPrice
2022-06-17,"Austin, Texas",97.8,74.5,87.3,101.5,74.5,89.3,66.6,53.2,0.0,,20.4,10.0,11.2,9.5,9.0,2022-06-17T06:29:10,2022-06-17T20:34:52,Clear,Clear conditions throughout the day.,clear-day,216.76,92641779,213.4333,220.9694,213.1966,7.37
2022-06-21,"Austin, Texas",100.1,77.8,89.0,102.6,77.8,92.4,68.1,53.0,0.0,,30.0,17.1,30.6,9.9,9.0,2022-06-21T06:29:53,2022-06-21T20:35:51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,237.0366,122792982,224.6033,243.5773,224.3333,6.6
2022-06-22,"Austin, Texas",99.0,74.9,87.6,101.3,74.9,90.1,68.6,57.6,0.0,,17.9,7.7,22.1,9.9,9.0,2022-06-22T06:30:07,2022-06-22T20:36:02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,236.0866,101527270,234.5033,246.8333,233.8266,6.76
2022-06-23,"Austin, Texas",102.2,75.8,89.8,102.1,75.8,90.6,63.3,45.1,0.0,,17.2,10.5,3.7,9.9,8.0,2022-06-23T06:30:22,2022-06-23T20:36:13,Clear,Clear conditions throughout the day.,clear-day,235.07,104202700,237.905,239.3166,228.6366,6.54
2022-06-24,"Austin, Texas",101.4,74.4,88.9,101.8,74.4,90.2,64.6,48.8,0.0,,24.4,12.0,4.3,9.9,9.0,2022-06-24T06:30:38,2022-06-24T20:36:22,Clear,Clear conditions throughout the day.,clear-day,245.7066,95770720,237.4683,246.0666,236.0866,5.8
2022-06-27,"Austin, Texas",100.3,71.1,83.2,105.6,71.1,85.5,68.8,65.4,1.53,rain,41.4,16.8,40.5,9.2,8.0,2022-06-27T06:31:32,2022-06-27T20:36:41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,244.92,89178309,249.3666,252.07,242.5655,6.09
2022-06-28,"Austin, Texas",91.2,72.0,80.6,97.0,72.0,82.8,69.8,72.5,0.093,rain,28.1,12.9,48.3,9.8,6.0,2022-06-28T06:31:52,2022-06-28T20:36:45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,232.6633,90666519,244.4833,249.97,232.3433,6.66
2022-06-29,"Austin, Texas",97.5,69.2,84.1,96.2,69.2,84.0,60.0,47.4,0.0,,19.7,9.4,9.2,9.9,8.0,2022-06-29T06:32:14,2022-06-29T20:36:47,Clear,Clear conditions throughout the day.,clear-day,228.49,82897268,230.5,231.1733,222.2733,6.69
2022-06-30,"Austin, Texas",97.2,74.9,85.7,101.3,74.9,88.3,69.1,61.0,0.0,,21.9,11.0,13.1,9.8,8.0,2022-06-30T06:32:36,2022-06-30T20:36:48,Clear,Clear conditions throughout the day.,clear-day,224.4733,94600449,224.51,229.4566,218.8633,6.54
2022-07-01,"Austin, Texas",95.0,74.8,85.2,102.2,74.8,88.2,69.7,62.5,0.0,,19.5,7.7,30.9,9.9,9.0,2022-07-01T06:32:59,2022-07-01T20:36:47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,227.2633,74460457,227.0,230.23,222.12,5.75
2022-07-05,"Austin, Texas",98.9,77.8,87.9,103.7,77.8,91.0,69.9,59.3,0.0,,24.2,11.9,28.9,9.9,9.0,2022-07-05T06:34:39,2022-07-05T20:36:31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,233.0666,84779108,223.0,233.1466,216.1667,5.72
2022-07-06,"Austin, Texas",101.4,76.5,88.4,106.0,76.5,91.5,69.5,58.3,0.0,,25.6,12.6,19.4,9.9,8.0,2022-07-06T06:35:06,2022-07-06T20:36:24,Clear,Clear conditions throughout the day.,clear-day,231.7333,71853637,230.78,234.5633,227.1866,5.65
2022-07-07,"Austin, Texas",101.1,76.0,88.6,104.6,76.0,91.7,69.1,56.9,0.0,,21.9,10.4,22.4,9.9,8.0,2022-07-07T06:35:34,2022-07-07T20:36:14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,244.5433,81930698,233.92,245.3616,232.21,5.83
2022-07-08,"Austin, Texas",102.3,78.2,89.7,105.0,78.2,93.2,69.6,56.4,0.0,,21.9,13.4,21.1,9.9,8.0,2022-07-08T06:36:03,2022-07-08T20:36:04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,250.7633,101854090,242.3333,254.9799,241.1614,6.4
2022-07-11,"Austin, Texas",103.6,79.7,92.0,110.9,79.7,96.3,68.1,47.9,0.0,,18.3,8.4,15.0,9.9,8.0,2022-07-11T06:37:32,2022-07-11T20:35:23,Clear,Clear conditions throughout the day.,clear-day,234.3433,99509230,252.1033,253.0633,233.6266,6.82
2022-07-12,"Austin, Texas",106.5,78.5,92.2,109.8,78.5,96.3,68.3,49.6,0.0,,23.0,10.7,21.8,9.9,8.0,2022-07-12T06:38:03,2022-07-12T20:35:07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,233.07,87930969,236.8466,239.7733,228.3683,6.81
2022-07-13,"Austin, Texas",105.5,79.3,92.1,110.6,79.3,96.2,68.7,50.5,0.0,,24.2,13.6,16.2,9.9,9.0,2022-07-13T06:38:35,2022-07-13T20:34:49,Clear,Clear conditions throughout the day.,clear-day,237.04,97954510,225.5,242.0599,225.0333,6.68
2022-07-14,"Austin, Texas",101.1,77.1,87.4,105.1,77.1,90.8,69.3,58.0,0.004,rain,35.8,12.6,10.9,9.9,8.0,2022-07-14T06:39:07,2022-07-14T20:34:30,Rain,Clear conditions throughout the day with rain.,rain,238.3133,78557498,234.8966,238.6533,229.3333,6.9
2022-07-15,"Austin, Texas",98.1,73.6,84.4,101.9,73.6,87.5,70.2,65.2,0.0,,25.5,11.1,24.3,9.9,8.0,2022-07-15T06:39:39,2022-07-15T20:34:09,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,240.0666,69683017,240.0,243.6233,236.89,6.6
2022-07-18,"Austin, Texas",103.8,76.9,89.8,104.6,76.9,91.7,66.0,50.3,0.0,,30.0,11.8,9.3,9.9,8.0,2022-07-18T06:41:19,2022-07-18T20:32:58,Clear,Clear conditions throughout the day.,clear-day,240.5466,82537448,244.9366,250.5166,239.6033,7.65
2022-07-19,"Austin, Texas",105.1,76.5,89.7,105.9,76.5,92.5,68.0,54.2,0.0,,27.3,17.4,4.8,9.9,8.0,2022-07-19T06:41:53,2022-07-19T20:32:31,Clear,Clear conditions throughout the day.,clear-day,245.53,80890118,245.0,247.14,236.9766,7.35
2022-07-20,"Austin, Texas",104.5,77.3,89.6,109.2,77.3,94.7,71.2,59.4,0.0,,27.2,19.4,24.8,9.9,8.0,2022-07-20T06:42:28,2022-07-20T20:32:03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,247.5,88864089,246.7833,250.6633,243.483,7.58
2022-07-21,"Austin, Texas",101.6,77.6,89.1,106.7,77.6,93.2,70.0,57.9,0.0,,27.2,14.8,35.1,9.9,8.0,2022-07-21T06:43:03,2022-07-21T20:31:34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,271.7066,142032194,255.1066,273.2666,254.8666,7.99
2022-07-22,"Austin, Texas",101.5,77.3,88.4,104.7,77.3,91.0,68.5,56.9,0.0,,23.0,13.8,30.3,9.8,10.0,2022-07-22T06:43:38,2022-07-22T20:31:03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,272.2433,103472860,276.22,280.7866,270.7133,8.25
2022-07-25,"Austin, Texas",102.0,76.0,88.7,105.6,76.0,91.4,68.6,56.6,0.0,,27.7,13.0,12.8,9.9,8.0,2022-07-25T06:45:24,2022-07-25T20:29:22,Clear,Clear conditions throughout the day.,clear-day,268.4333,64073526,272.2166,274.1466,267.4,8.52
2022-07-26,"Austin, Texas",102.3,75.2,88.6,105.5,75.2,91.2,68.6,56.8,0.0,,26.5,15.2,13.6,9.9,8.0,2022-07-26T06:46:00,2022-07-26T20:28:46,Clear,Clear conditions throughout the day.,clear-day,258.86,66820777,266.5133,267.3099,256.2633,9.46
2022-07-27,"Austin, Texas",101.3,76.2,88.0,103.0,76.2,90.9,68.9,57.4,0.0,,30.9,12.2,19.8,9.9,8.0,2022-07-27T06:46:36,2022-07-27T20:28:08,Clear,Clear conditions throughout the day.,clear-day,274.82,88110009,263.81,275.9256,261.79,8.65
2022-07-28,"Austin, Texas",101.3,78.3,88.6,104.5,78.3,92.0,69.3,56.6,0.0,,28.0,13.2,41.0,9.9,9.0,2022-07-28T06:47:12,2022-07-28T20:27:29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,280.9,84723008,280.0666,283.3,272.8,8.75
2022-07-29,"Austin, Texas",101.5,77.6,88.1,105.5,77.6,91.8,70.4,59.9,0.0,,31.1,13.8,22.2,9.9,8.0,2022-07-29T06:47:48,2022-07-29T20:26:49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,297.15,95312890,280.7,298.32,279.1,8.33
2022-08-01,"Austin, Texas",100.3,75.8,88.2,103.5,75.8,91.0,68.2,55.3,0.0,,23.6,13.9,32.6,9.9,8.0,2022-08-01T06:49:37,2022-08-01T20:24:41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,297.2766,117042912,301.275,311.8782,295.0,8.2
2022-08-02,"Austin, Texas",103.3,76.1,89.7,105.6,76.1,92.4,67.8,53.3,0.0,,29.3,18.3,9.1,9.9,8.0,2022-08-02T06:50:14,2022-08-02T20:23:55,Clear,Clear conditions throughout the day.,clear-day,300.5866,95577490,294.0033,307.8333,292.6666,8.01
2022-08-03,"Austin, Texas",103.7,78.6,89.7,107.7,78.6,93.2,69.5,56.1,0.0,,31.1,17.2,33.1,9.9,8.0,2022-08-03T06:50:50,2022-08-03T20:23:09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,307.3966,80091128,305.0,309.55,301.15,7.81
2022-08-04,"Austin, Texas",103.3,78.6,89.9,106.3,78.6,92.8,68.9,55.8,0.0,,26.4,19.7,32.6,9.9,8.0,2022-08-04T06:51:26,2022-08-04T20:22:21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,308.6333,72256327,311.0,313.6066,305.0,8.4
2022-08-05,"Austin, Texas",101.7,77.6,88.5,102.5,77.6,91.0,68.0,56.0,0.0,,24.7,15.0,37.7,9.9,8.0,2022-08-05T06:52:03,2022-08-05T20:21:32,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,288.17,113172911,302.67,304.6066,285.5446,8.3
2022-08-08,"Austin, Texas",100.8,76.5,87.1,104.8,76.5,90.3,69.9,60.7,0.0,,29.8,11.4,39.7,9.9,8.0,2022-08-08T06:53:52,2022-08-08T20:18:59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,290.4233,99365290,295.0,305.2,289.0854,7.76
2022-08-09,"Austin, Texas",99.6,74.7,87.9,102.9,74.7,90.9,68.7,56.8,0.0,,27.0,9.2,21.7,9.9,8.0,2022-08-09T06:54:28,2022-08-09T20:18:06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,283.3333,86244699,290.2933,292.3966,279.3533,7.87
2022-08-10,"Austin, Texas",102.8,77.6,88.0,105.8,77.6,91.1,69.0,56.9,0.0,,28.9,17.2,14.2,9.9,8.0,2022-08-10T06:55:04,2022-08-10T20:17:11,Clear,Clear conditions throughout the day.,clear-day,294.3566,94918869,297.0666,297.51,283.37,7.86
2022-08-11,"Austin, Texas",99.6,76.5,87.3,104.4,76.5,89.6,68.0,56.3,0.0,,25.3,9.7,40.7,9.9,7.0,2022-08-11T06:55:40,2022-08-11T20:16:16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,286.63,70155067,296.5133,298.2366,285.8333,8.53
2022-08-12,"Austin, Texas",100.8,74.9,87.2,104.4,74.9,90.2,68.8,58.1,0.0,,31.1,11.4,23.1,9.9,9.0,2022-08-12T06:56:16,2022-08-12T20:15:20,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,300.03,79657298,289.415,300.16,285.0333,8.73
2022-08-15,"Austin, Texas",100.1,75.4,86.1,102.8,75.4,88.6,69.0,60.4,0.0,,24.2,12.3,45.9,9.9,7.0,2022-08-15T06:58:03,2022-08-15T20:12:25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,309.32,89359179,301.7866,313.1333,301.23,8.62
2022-08-16,"Austin, Texas",99.0,76.1,87.3,103.0,76.1,91.0,70.7,61.9,0.0,,20.4,12.8,34.8,9.9,8.0,2022-08-16T06:58:38,2022-08-16T20:11:25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,306.5633,88136319,311.6666,314.6666,302.8833,9.28
2022-08-17,"Austin, Texas",101.0,77.6,89.6,105.5,77.6,92.9,68.8,55.0,0.0,,19.7,11.4,12.0,9.9,8.0,2022-08-17T06:59:14,2022-08-17T20:10:23,Clear,Clear conditions throughout the day.,clear-day,303.9966,68765977,303.3966,309.6566,300.0333,9.51
2022-08-18,"Austin, Texas",99.8,73.1,83.0,104.3,73.1,86.3,72.1,72.8,0.475,rain,32.8,9.8,33.0,9.6,8.0,2022-08-18T06:59:49,2022-08-18T20:09:21,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,302.87,47500535,306.0,306.5,301.8533,9.42
2022-08-19,"Austin, Texas",92.1,72.8,77.9,100.8,72.8,79.6,73.7,88.3,0.339,rain,31.1,8.9,55.9,9.3,7.0,2022-08-19T07:00:24,2022-08-19T20:08:19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,296.6666,61395396,299.0,300.36,292.5,9.14
2022-08-22,"Austin, Texas",96.4,73.3,81.0,105.3,73.3,84.7,74.2,82.1,3.366,rain,34.5,14.4,73.5,9.1,7.0,2022-08-22T07:02:08,2022-08-22T20:05:06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,289.9133,55843356,291.9133,292.4,286.2966,9.85
2022-08-23,"Austin, Texas",90.4,74.0,79.9,96.3,74.0,82.8,73.2,82.2,0.06,rain,19.5,4.8,69.6,9.6,8.0,2022-08-23T07:02:43,2022-08-23T20:04:00,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,296.4533,63985056,291.4533,298.8266,287.9233,9.75
2022-08-24,"Austin, Texas",93.2,74.9,82.7,99.9,74.9,86.3,73.0,74.8,0.037,rain,18.8,8.5,66.5,9.7,7.0,2022-08-24T07:03:17,2022-08-24T20:02:53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,297.0966,57259716,297.5633,303.6466,296.5,9.27
2022-08-25,"Austin, Texas",95.2,74.4,84.1,99.4,74.4,86.5,69.1,62.9,0.0,,18.3,7.0,31.7,9.9,7.0,2022-08-25T07:03:51,2022-08-25T20:01:46,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,296.07,53230010,302.36,302.96,291.6,9.47
2022-08-26,"Austin, Texas",96.6,75.4,85.8,102.2,75.4,89.0,69.5,61.0,0.0,,19.7,8.1,16.8,9.9,9.0,2022-08-26T07:04:25,2022-08-26T20:00:38,Clear,Clear conditions throughout the day.,clear-day,288.09,57163950,297.43,302.0,287.47,9.48
2022-08-29,"Austin, Texas",97.3,77.4,84.2,104.4,77.4,88.8,73.4,72.3,0.0,,32.8,16.1,44.5,9.9,9.0,2022-08-29T07:06:07,2022-08-29T19:57:11,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,284.82,41864740,282.83,287.74,280.7,9.24
2022-08-30,"Austin, Texas",83.3,75.5,78.0,91.0,75.5,79.0,74.9,90.4,0.289,rain,18.1,6.8,85.8,8.7,2.0,2022-08-30T07:06:40,2022-08-30T19:56:00,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,277.7,50541760,287.865,288.48,272.65,9.1
2022-08-31,"Austin, Texas",90.6,71.2,79.2,98.4,71.2,81.9,73.4,84.1,0.495,rain,36.7,6.0,74.2,9.1,8.0,2022-08-31T07:07:14,2022-08-31T19:54:49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,275.61,52107340,280.62,281.25,271.81,8.93
2022-09-01,"Austin, Texas",92.6,73.1,81.3,99.8,73.1,84.4,72.1,76.3,0.0,,24.2,9.0,27.6,9.8,8.0,2022-09-01T07:07:47,2022-09-01T19:53:38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,277.16,54287020,272.575,277.58,266.15,9.38
2022-09-02,"Austin, Texas",93.3,73.8,82.2,98.4,73.8,85.5,71.5,72.7,0.0,,20.8,6.9,34.5,9.9,7.0,2022-09-02T07:08:20,2022-09-02T19:52:26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,270.21,50890090,281.065,282.35,269.08,9.18
2022-09-06,"Austin, Texas",94.1,71.2,82.4,98.1,71.2,84.5,69.1,67.5,0.0,,19.7,7.7,10.0,9.9,8.0,2022-09-06T07:10:32,2022-09-06T19:47:35,Clear,Clear conditions throughout the day.,clear-day,274.42,55859980,272.675,275.99,265.74,8.52
2022-09-07,"Austin, Texas",93.8,73.4,81.1,99.2,73.4,83.4,71.2,74.6,0.288,rain,36.7,10.7,31.2,9.7,7.0,2022-09-07T07:11:05,2022-09-07T19:46:21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,283.7,50028920,273.1,283.84,272.27,8.12
2022-09-08,"Austin, Texas",93.3,71.3,81.3,96.0,71.3,82.8,68.2,68.7,0.0,,17.4,8.5,21.4,9.8,8.0,2022-09-08T07:11:38,2022-09-08T19:45:07,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,289.26,53713120,281.3,289.5,279.76,8.27
2022-09-09,"Austin, Texas",92.8,70.2,81.7,94.8,70.2,83.1,66.5,62.6,0.0,,11.9,7.2,23.6,9.9,8.0,2022-09-09T07:12:11,2022-09-09T19:43:53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,299.68,54470850,291.67,299.85,291.245,8.31
2022-09-12,"Austin, Texas",91.6,68.8,80.4,91.7,68.8,80.5,62.1,56.0,0.0,,15.9,5.8,8.0,9.9,8.0,2022-09-12T07:13:49,2022-09-12T19:40:08,Clear,Clear conditions throughout the day.,clear-day,304.42,48674600,300.72,305.49,300.4,8.2
2022-09-13,"Austin, Texas",93.3,70.2,81.3,95.9,70.2,82.6,64.9,59.2,0.0,,23.0,9.0,19.4,9.9,8.0,2022-09-13T07:14:22,2022-09-13T19:38:53,Clear,Clear conditions throughout the day.,clear-day,292.13,68229620,292.9,297.3999,290.4,8.49
2022-09-14,"Austin, Texas",91.0,70.2,80.4,91.9,70.2,80.9,65.0,63.1,0.0,,19.7,7.5,26.5,9.5,7.0,2022-09-14T07:14:55,2022-09-14T19:37:38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,302.61,72628650,292.24,306.0,291.64,8.7
2022-09-15,"Austin, Texas",90.2,64.8,78.3,92.9,64.8,79.6,63.9,63.1,0.0,,23.9,8.8,46.9,9.9,7.0,2022-09-15T07:15:28,2022-09-15T19:36:22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,303.75,64795520,301.825,309.12,300.7247,8.6
2022-09-16,"Austin, Texas",95.3,75.1,83.3,98.9,75.1,85.8,70.4,68.4,0.0,,25.3,11.6,49.9,9.8,8.0,2022-09-16T07:16:00,2022-09-16T19:35:07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,303.35,87087790,299.605,303.71,295.6005,8.11
2022-09-19,"Austin, Texas",96.6,74.1,84.2,100.5,74.1,87.1,70.1,65.9,0.0,,17.4,8.8,40.6,9.9,8.0,2022-09-19T07:17:39,2022-09-19T19:31:20,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,309.07,60231160,300.09,309.84,297.8,7.96
2022-09-20,"Austin, Texas",96.1,74.6,84.9,99.8,74.6,88.0,70.6,66.0,0.0,,20.4,9.4,29.2,9.9,7.0,2022-09-20T07:18:12,2022-09-20T19:30:04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,308.73,61642780,306.91,313.33,305.58,8.01
2022-09-21,"Austin, Texas",96.5,71.4,83.9,97.2,71.4,84.8,66.2,60.0,0.0,,19.5,8.6,7.1,9.9,7.0,2022-09-21T07:18:46,2022-09-21T19:28:48,Clear,Clear conditions throughout the day.,clear-day,300.8,62555660,308.29,313.8,300.63,7.99
2022-09-22,"Austin, Texas",97.7,69.5,83.4,94.9,69.5,82.8,60.1,51.9,0.0,,14.5,7.9,2.9,9.9,7.0,2022-09-22T07:19:19,2022-09-22T19:27:32,Clear,Clear conditions throughout the day.,clear-day,288.59,70545410,299.86,301.29,285.82,7.76
2022-09-23,"Austin, Texas",96.9,70.6,84.6,98.0,70.6,85.1,61.9,48.8,0.0,,23.7,7.4,17.5,9.9,6.0,2022-09-23T07:19:52,2022-09-23T19:26:17,Clear,Clear conditions throughout the day.,clear-day,275.33,63748360,283.09,284.5,272.82,6.75
2022-09-26,"Austin, Texas",91.4,74.7,82.2,87.8,74.7,80.8,51.7,38.2,0.0,,27.3,12.9,16.7,9.9,7.0,2022-09-26T07:21:34,2022-09-26T19:22:31,Clear,Clear conditions throughout the day.,clear-day,276.01,58076910,271.83,284.09,270.31,6.75
2022-09-27,"Austin, Texas",90.7,60.5,74.8,86.7,60.5,73.5,44.3,37.8,0.0,,25.6,9.4,2.3,9.9,8.0,2022-09-27T07:22:08,2022-09-27T19:21:16,Clear,Clear conditions throughout the day.,clear-day,282.94,61925190,283.84,288.67,277.51,6.83
2022-09-28,"Austin, Texas",90.8,63.0,75.4,86.7,63.0,74.2,44.8,37.5,0.0,,20.4,6.4,0.5,9.8,7.0,2022-09-28T07:22:42,2022-09-28T19:20:01,Clear,Clear conditions throughout the day.,clear-day,287.81,54664810,283.08,289.0,277.57,6.59
2022-09-29,"Austin, Texas",91.7,60.1,75.8,88.2,60.1,74.7,49.3,42.9,0.0,,13.9,5.9,0.2,9.9,7.0,2022-09-29T07:23:17,2022-09-29T19:18:47,Clear,Clear conditions throughout the day.,clear-day,268.21,77620640,282.76,283.65,265.78,6.57
2022-09-30,"Austin, Texas",87.5,62.5,73.8,84.5,62.5,73.2,46.8,39.9,0.0,,17.2,9.5,1.8,9.9,7.0,2022-09-30T07:23:51,2022-09-30T19:17:33,Clear,Clear conditions throughout the day.,clear-day,265.25,67726600,266.145,275.57,262.47,6.4
2022-10-03,"Austin, Texas",87.5,56.5,71.6,83.9,56.5,70.7,44.6,42.4,0.0,,12.8,4.5,13.2,9.9,7.0,2022-10-03T07:25:37,2022-10-03T19:13:52,Clear,Clear conditions throughout the day.,clear-day,242.4,98363540,254.5,255.16,241.01,5.64
2022-10-04,"Austin, Texas",90.9,61.4,74.6,87.0,61.4,73.6,46.6,40.6,0.0,,13.4,6.7,12.6,9.9,7.0,2022-10-04T07:26:12,2022-10-04T19:12:39,Clear,Clear conditions throughout the day.,clear-day,249.44,109578500,250.52,257.5,242.01,5.4
2022-10-05,"Austin, Texas",88.8,58.2,74.9,86.1,58.2,74.2,51.0,46.0,0.0,,12.5,4.0,7.9,9.9,7.0,2022-10-05T07:26:48,2022-10-05T19:11:27,Clear,Clear conditions throughout the day.,clear-day,240.81,86982670,245.01,246.6697,233.27,5.84
2022-10-06,"Austin, Texas",90.8,62.6,76.3,87.6,62.6,75.4,52.6,47.7,0.0,,15.2,6.1,7.0,9.9,7.0,2022-10-06T07:27:25,2022-10-06T19:10:15,Clear,Clear conditions throughout the day.,clear-day,238.13,69298440,239.44,244.58,235.35,6.91
2022-10-07,"Austin, Texas",85.6,65.7,75.7,83.8,65.7,75.3,55.3,51.4,0.0,,13.6,3.8,21.8,9.9,5.0,2022-10-07T07:28:01,2022-10-07T19:09:04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,223.07,83916800,233.935,234.5715,222.02,6.25
2022-10-11,"Austin, Texas",89.4,63.5,76.7,88.2,63.5,76.6,60.2,59.6,0.0,,24.4,13.5,37.3,9.8,6.0,2022-10-11T07:30:31,2022-10-11T19:04:24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,216.5,77013200,220.945,225.75,215.0,6.2
2022-10-12,"Austin, Texas",95.3,72.6,80.9,96.2,72.6,81.8,66.5,65.2,0.0,,30.7,8.2,41.9,9.9,7.0,2022-10-12T07:31:09,2022-10-12T19:03:15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,217.24,66860700,215.33,219.2999,211.51,6.6
2022-10-13,"Austin, Texas",89.4,71.7,78.5,87.8,71.7,78.0,52.3,42.2,0.0,,25.5,12.0,9.2,9.9,7.0,2022-10-13T07:31:47,2022-10-13T19:02:08,Clear,Clear conditions throughout the day.,clear-day,221.72,91483050,208.3,222.99,206.22,6.25
2022-10-14,"Austin, Texas",89.5,64.4,76.0,89.5,64.4,76.3,52.1,44.0,0.0,,16.1,8.7,33.0,9.9,7.0,2022-10-14T07:32:26,2022-10-14T19:01:01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,204.99,94124510,224.01,226.26,204.16,6.1
2022-10-17,"Austin, Texas",74.7,62.0,66.7,74.7,62.0,66.7,53.6,67.1,0.637,rain,29.8,17.3,63.7,9.2,4.0,2022-10-17T07:34:26,2022-10-17T18:57:44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,219.35,79428810,210.04,221.86,209.45,6.08
2022-10-18,"Austin, Texas",69.1,54.8,60.5,69.1,54.8,60.5,32.7,36.2,0.0,,29.8,11.1,15.0,9.9,7.0,2022-10-18T07:35:06,2022-10-18T18:56:40,Clear,Clear conditions throughout the day.,clear-day,220.19,75891910,229.5,229.82,217.25,6.16
2022-10-19,"Austin, Texas",74.1,42.4,56.9,74.1,42.4,56.9,34.7,49.0,0.0,,11.9,8.7,2.0,9.8,7.0,2022-10-19T07:35:47,2022-10-19T18:55:36,Clear,Clear conditions throughout the day.,clear-day,222.04,66571480,219.8,222.93,217.78,5.63
2022-10-20,"Austin, Texas",85.3,49.0,66.4,82.3,49.0,65.8,42.6,46.2,0.0,,24.2,9.3,1.3,9.9,7.0,2022-10-20T07:36:28,2022-10-20T18:54:34,Clear,Clear conditions throughout the day.,clear-day,207.28,117798100,208.28,215.55,202.0,5.1
2022-10-21,"Austin, Texas",87.4,56.0,70.8,84.6,56.0,70.2,49.4,50.0,0.0,,25.9,15.4,0.0,9.9,7.0,2022-10-21T07:37:10,2022-10-21T18:53:33,Clear,Clear conditions throughout the day.,clear-day,214.44,75713750,206.415,214.66,203.8,4.45
2022-10-24,"Austin, Texas",84.8,61.8,75.7,88.9,61.8,76.8,69.6,82.0,0.229,rain,36.1,13.1,90.8,9.5,5.0,2022-10-24T07:39:18,2022-10-24T18:50:34,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,211.25,100446800,205.82,213.5,198.5863,4.81
2022-10-25,"Austin, Texas",75.6,52.7,64.3,75.6,52.7,64.3,39.7,44.2,0.343,rain,40.3,19.7,16.0,9.9,7.0,2022-10-25T07:40:01,2022-10-25T18:49:37,Rain,Clear conditions throughout the day with early morning rain.,rain,222.415,96507870,210.1,224.3498,210.0,5.17
2022-10-26,"Austin, Texas",75.5,45.9,60.1,75.5,45.9,60.1,41.4,56.1,0.0,,16.1,7.9,0.9,9.9,7.0,2022-10-26T07:40:45,2022-10-26T18:48:40,Clear,Clear conditions throughout the day.,clear-day,224.64,85327080,219.4,230.6,218.2,5.28
